case_id,driver_gender,year_of_birth,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,stopped_by,stop_date_and_time
1863,Female,1981,30,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,102,Jan  1 2011 11:26PM
1864,Male,1966,45,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Protective Frisk,Citation,No,16-30 Min,No        ,103,Jan  4 2011  8:33AM
1865,Female,1986,25,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,104,Jan  4 2011 10:30AM
1866,Female,1992,19,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,105,Jan  8 2011 12:01AM
1867,Male,1975,36,Black,Registration Violation,Registration/plates,Yes       ,Reasonable Suspicion,Arrest Passenger,Yes,0-15 Min,No        ,106,Jan 15 2011  1:34AM
1868,Male,1981,30,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,107,Jan 16 2011  9:52AM
1869,Male,1981,30,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,108,Jan 16 2011 11:27AM
1870,Male,1975,36,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,109,Jan 17 2011 11:35AM
1871,Male,1982,29,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Probable Cause,Reasonable Suspicion,Arrest Driver,Yes,30+ Min,No        ,100,Jan 19 2011  1:40AM
1872,Male,1977,34,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,101,Jan 22 2011  2:28PM
1873,Male,1975,36,Black,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,102,Jan 23 2011  8:39AM
1874,Male,1979,32,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,103,Jan 25 2011 11:55AM
1875,Male,1972,39,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,104,Jan 27 2011  3:22PM
1876,Male,1980,31,Hispanic,Registration Violation,Registration/plates,Yes       ,Inventory,Arrest Driver,Yes,16-30 Min,No        ,105,Jan 28 2011  7:29PM
1877,Male,1993,18,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,106,Jan 31 2011  3:29PM
1878,Male,1978,33,White,Call for Service,Other,Yes       ,Reasonable Suspicion,Citation,No,30+ Min,No        ,107,Feb  4 2011  6:06PM
1879,Male,1992,19,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,108,Feb  6 2011 10:43PM
1880,Male,1976,35,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,109,Feb 10 2011  2:32AM
1881,Male,1971,40,White,Call for Service,Other,Yes       ,Incident to Arrest,Probable Cause,Arrest Driver,Yes,30+ Min,No        ,100,Feb 12 2011  9:30PM
1882,Female,1967,44,White,Call for Service,Other,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,101,Feb 13 2011  7:37PM
1883,Male,1992,19,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,N/D,No,16-30 Min,No        ,102,Feb 14 2011  1:00PM
1884,Male,1990,21,Hispanic,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,103,Feb 14 2011  3:19PM
1885,Female,1976,35,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,16-30 Min,No        ,104,Feb 15 2011 11:10AM
1886,Male,1981,30,White,Call for Service,Other,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,30+ Min,No        ,105,Feb 15 2011 11:04PM
1887,Male,1992,19,Black,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,106,Feb 18 2011  5:13PM
1888,Male,1993,18,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,107,Feb 18 2011 11:11PM
1889,Female,1991,20,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,108,Feb 19 2011 11:36PM
1890,Male,1964,47,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,109,Feb 20 2011  8:11AM
1891,Male,1983,28,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,16-30 Min,No        ,100,Feb 21 2011 11:39AM
1892,Male,1989,22,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,0-15 Min,Yes       ,101,Feb 21 2011  2:42PM
1893,Male,1982,29,Hispanic,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,No Action,No,30+ Min,No        ,102,Feb 23 2011  1:07AM
1894,Male,1980,31,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,103,Feb 23 2011 11:09AM
1895,Male,1988,23,Black,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,16-30 Min,No        ,104,Feb 24 2011 10:18AM
1896,Male,1991,20,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Arrest Driver,Yes,30+ Min,Yes       ,105,Feb 26 2011  2:35PM
1897,Male,1966,45,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,106,Feb 27 2011  1:38AM
1898,Female,1990,21,White,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Arrest Driver,Yes,0-15 Min,No        ,107,Feb 27 2011  3:23PM
1899,Male,1980,31,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,108,Feb 27 2011  4:05PM
1900,Male,1980,31,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,109,Feb 28 2011  1:43AM
1901,Male,1985,26,Black,Other Traffic Violation,Moving violation,Yes       ,Reasonable Suspicion,Citation,No,0-15 Min,No        ,100,Feb 28 2011  2:23AM
1902,Male,1983,28,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,101,Feb 28 2011  2:04PM
1903,Male,1977,34,Black,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,102,Mar  1 2011  2:50PM
1904,Male,1989,22,Black,Call for Service,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,103,Mar  4 2011  1:14AM
1905,Male,1989,22,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,104,Mar  4 2011  1:26AM
1906,Male,1985,26,White,Suspicious Person,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,105,Mar  5 2011  2:20AM
1907,Male,1987,24,Hispanic,Call for Service,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,106,Mar  5 2011  2:32AM
1908,Male,1962,49,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,Yes       ,107,Mar  5 2011  8:33PM
1909,Male,1987,24,White,Speeding,Speeding,Yes       ,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes       ,108,Mar  8 2011 12:15AM
1910,Male,1960,51,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Probable Cause,Citation,No,30+ Min,No        ,109,Mar  8 2011 11:09PM
1911,Male,1960,51,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,100,Mar  8 2011 11:09PM
1912,Female,1990,21,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,101,Mar 11 2011 12:57AM
1913,Male,1955,56,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,102,Mar 12 2011 12:05AM
1914,Male,1965,46,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,103,Mar 12 2011  2:37AM
1915,Male,1989,22,Black,Other Traffic Violation,Moving violation,Yes       ,Inventory,Citation,No,30+ Min,No        ,104,Mar 12 2011  3:51PM
1916,Male,1991,20,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,105,Mar 14 2011 11:46PM
1917,Male,1979,32,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,106,Mar 15 2011  1:05PM
1918,Male,1961,50,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,107,Mar 17 2011 12:33AM
1919,Male,1989,22,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,108,Mar 17 2011  9:52PM
1920,Male,1943,68,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,109,Mar 20 2011 12:24AM
1921,Male,1960,51,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Reasonable Suspicion,Arrest Driver,Yes,30+ Min,Yes       ,100,Mar 21 2011 11:20AM
1922,Male,1979,32,Hispanic,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,16-30 Min,No        ,101,Mar 22 2011  9:57AM
1923,Male,1963,48,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,102,Mar 23 2011  8:23AM
1924,Male,1974,37,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Protective Frisk,No Action,No,30+ Min,Yes       ,103,Mar 24 2011 10:31AM
1925,Male,1985,26,Hispanic,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,16-30 Min,No        ,104,Mar 24 2011  4:34PM
1926,Male,1971,40,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Reasonable Suspicion,Arrest Driver,Yes,16-30 Min,No        ,105,Mar 26 2011  4:43AM
1927,Male,1966,45,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,106,Mar 27 2011  8:23AM
1928,Male,1985,26,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,107,Mar 28 2011  1:40PM
1929,Female,1971,40,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,108,Mar 28 2011  6:03PM
1930,Male,1982,29,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,109,Mar 29 2011  6:52AM
1931,Male,1986,25,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,Yes       ,100,Mar 29 2011  1:57PM
1932,Male,1971,40,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,101,Mar 30 2011  2:30PM
1933,Male,1983,28,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,102,Apr  1 2011 10:44PM
1934,Male,1979,32,White,Equipment/Inspection Violation,Equipment,Yes       ,Reasonable Suspicion,Warning,No,30+ Min,Yes       ,103,Apr  3 2011 10:16AM
1935,Male,1968,43,Hispanic,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,104,Apr  3 2011 11:45AM
1936,Male,1987,24,White,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,Citation,No,16-30 Min,No        ,105,Apr  3 2011  2:37PM
1937,Male,1989,22,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,106,Apr  5 2011 12:30AM
1938,Male,1991,20,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,107,Apr  5 2011  2:13AM
1939,Male,1991,20,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,108,Apr  6 2011 12:50AM
1940,Male,1959,52,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,109,Apr  7 2011  2:45PM
1941,Male,1974,37,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Arrest Driver,Yes,0-15 Min,No        ,100,Apr  8 2011  6:28AM
1942,Male,1988,23,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,101,Apr  8 2011  9:40AM
1943,Male,1991,20,White,Other Traffic Violation,Moving violation,Yes       ,Inventory,Probable Cause,Citation,No,30+ Min,No        ,102,Apr  8 2011  3:00PM
1944,Male,1988,23,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,103,Apr  8 2011  9:33PM
1945,Male,1964,47,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Inventory,Citation,No,16-30 Min,No        ,104,Apr  9 2011 11:43PM
1946,Male,1986,25,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,105,Apr 11 2011 12:16PM
1947,Male,1979,32,White,Registration Violation,Registration/plates,Yes       ,Probable Cause,Reasonable Suspicion,Arrest Driver,Yes,16-30 Min,Yes       ,106,Apr 11 2011  1:15PM
1948,Female,1984,27,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,107,Apr 15 2011 10:59AM
1949,Male,1986,25,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,108,Apr 16 2011  1:59AM
1950,Male,1984,27,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,109,Apr 16 2011  5:05AM
1951,Male,1965,46,White,Call for Service,Other,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,100,Apr 16 2011  4:14PM
1952,Male,1989,22,Black,Speeding,Speeding,Yes       ,Probable Cause,Arrest Driver,Yes,16-30 Min,Yes       ,101,Apr 20 2011  2:31PM
1953,Male,1969,42,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,102,Apr 23 2011 10:08AM
1954,Male,1990,21,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,103,Apr 26 2011  4:20PM
1955,Male,1982,29,White,Speeding,Speeding,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,30+ Min,Yes       ,104,May  1 2011 12:16AM
1956,Male,1981,30,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,Yes       ,105,May  4 2011  8:37AM
1957,Male,1988,23,Hispanic,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,106,May  5 2011  1:02AM
1958,Male,1992,19,White,Speeding,Speeding,Yes       ,Probable Cause,Arrest Driver,Yes,30+ Min,Yes       ,107,May  7 2011  3:55PM
1959,Female,1992,19,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,108,May  8 2011  6:47AM
1960,Male,1987,24,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,109,May  9 2011 12:13AM
1961,Female,1975,36,Black,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Arrest Driver,Yes,16-30 Min,No        ,100,May  9 2011  4:19PM
1962,Male,1970,41,Black,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,101,May 10 2011  6:42PM
1963,Male,1986,25,Black,Other Traffic Violation,Moving violation,Yes       ,Inventory,Citation,No,30+ Min,No        ,102,May 12 2011 10:48AM
1964,Male,1961,50,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,103,May 14 2011  7:19AM
1965,Male,1993,18,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,104,May 14 2011  7:29PM
1966,Male,1983,28,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Passenger,Yes,30+ Min,Yes       ,105,May 15 2011 11:02AM
1967,Male,1983,28,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,106,May 15 2011  1:50PM
1968,Female,1986,25,Black,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,N/D,No,0-15 Min,No        ,107,May 17 2011  3:45PM
1969,Male,1984,27,White,Speeding,Speeding,Yes       ,Incident to Arrest,Probable Cause,No Action,No,30+ Min,Yes       ,108,May 17 2011 11:34PM
1970,Male,1966,45,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,109,May 19 2011  1:14PM
1971,Male,1988,23,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Inventory,Probable Cause,Arrest Driver,Yes,30+ Min,No        ,100,May 21 2011  1:24AM
1972,Male,1958,53,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,101,May 22 2011  7:46PM
1973,Male,1989,22,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Warning,No,0-15 Min,No        ,102,May 22 2011 11:54PM
1974,Male,1979,32,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,103,May 23 2011  2:37AM
1975,Male,1988,23,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,104,May 31 2011 10:38PM
1976,Male,1990,21,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,105,Jun  1 2011  9:04AM
1977,Male,1977,34,White,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Probable Cause,Arrest Driver,Yes,0-15 Min,Yes       ,106,Jun  1 2011 10:49PM
1978,Male,1987,24,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Citation,No,30+ Min,No        ,107,Jun  2 2011  5:37PM
1979,Male,1981,30,Hispanic,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,108,Jun  4 2011  5:52PM
1980,Male,1971,40,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,109,Jun  5 2011  1:32AM
1981,Female,1986,25,Asian,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,100,Jun  5 2011 10:27AM
1982,Male,1979,32,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,101,Jun  5 2011  3:59PM
1983,Male,1986,25,White,Call for Service,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,102,Jun  6 2011  3:05AM
1984,Male,1980,31,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,0-15 Min,Yes       ,103,Jun  8 2011 12:11AM
1985,Female,1980,31,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,104,Jun 10 2011  9:40AM
1986,Male,1962,49,White,Registration Violation,Registration/plates,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,105,Jun 10 2011  5:08PM
1987,Female,1956,55,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,106,Jun 10 2011 11:33PM
1988,Male,1978,33,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,107,Jun 11 2011  1:45AM
1989,Male,1973,38,Hispanic,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Citation,No,16-30 Min,No        ,108,Jun 14 2011 12:08AM
1990,Female,1977,34,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,109,Jun 14 2011  8:25AM
1991,Male,1974,37,White,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Arrest Driver,Yes,0-15 Min,No        ,100,Jun 14 2011  1:22PM
